Sport,Event,Country,Medals,country_3_letter_code,Year,Sede
Esgrima,sable equipo masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Esgrima,sable equipo masculino,Estados Unidos de America,0,USA,1988,Seul
Esgrima,sable equipo masculino,Bulgaria,0,BUL,1988,Seul
Esgrima,sable equipo masculino,Canada,0,CAN,1988,Seul
Esgrima,sable equipo masculino,Republica Popular China,0,CHN,1988,Seul
Esgrima,sable equipo masculino,Republica de Corea,0,KOR,1988,Seul
Eventos ecuestres,equipo mixto,Republica Federal de Alemania,Gold,FRG,1988,Seul
Eventos ecuestres,equipo mixto,Reino Unido,Silver,REU,1988,Seul
Eventos ecuestres,equipo mixto,Nueva Zelanda,Bronze,NZL,1988,Seul
Eventos ecuestres,equipo mixto,Polonia,0,POL,1988,Seul
Eventos ecuestres,equipo mixto,Australia,0,AUS,1988,Seul
Eventos ecuestres,equipo mixto,Francia,0,FRA,1988,Seul
Eventos ecuestres,equipo mixto,Republica de Corea,0,KOR,1988,Seul
Futbol,masculino,URSS,Gold,URS,1988,Seul
Futbol,masculino,Brasil,Silver,BRA,1988,Seul
Futbol,masculino,Republica Federal de Alemania,Bronze,FRG,1988,Seul
Futbol,masculino,Italia,0,ITA,1988,Seul
Futbol,masculino,Suecia,0,SWE,1988,Seul
Futbol,masculino,Zambia,0,ZAM,1988,Seul
Futbol,masculino,Australia,0,AUS,1988,Seul
Futbol,masculino,Argentina,0,ARG,1988,Seul
Futbol,masculino,Tunez,0,TUN,1988,Seul
Futbol,masculino,Irak,0,IRA,1988,Seul
Futbol,masculino,Republica de Corea,0,KOR,1988,Seul
Futbol,masculino,Yugoslavia,0,YUG,1988,Seul
Futbol,masculino,Republica Popular China,0,CHN,1988,Seul
Futbol,masculino,Guatemala,0,GUA,1988,Seul
Futbol,masculino,Estados Unidos de America,0,USA,1988,Seul
Futbol,masculino,Nigeria,0,NGR,1988,Seul
Gimnasia artistica,equipo femenino,URSS,Gold,URS,1988,Seul
Gimnasia artistica,equipo femenino,Rumania,Silver,ROU,1988,Seul
Gimnasia artistica,equipo femenino,Republica Democratica Alemana,Bronze,GDR,1988,Seul
Gimnasia artistica,equipo femenino,Estados Unidos de America,0,USA,1988,Seul
Gimnasia artistica,equipo femenino,Bulgaria,0,BUL,1988,Seul
Gimnasia artistica,equipo femenino,Republica Popular China,0,CHN,1988,Seul
Gimnasia artistica,equipo femenino,Checoslovaquia,0,TCH,1988,Seul
Gimnasia artistica,equipo femenino,Hungria,0,HUN,1988,Seul
Gimnasia artistica,equipo femenino,Espana,0,ESP,1988,Seul
Gimnasia artistica,equipo femenino,Republica de Corea,0,KOR,1988,Seul
Gimnasia artistica,equipo femenino,Canada,0,CAN,1988,Seul
Gimnasia artistica,equipo femenino,Japon,0,JPN,1988,Seul
Gimnasia artistica,equipo masculino,URSS,Gold,URS,1988,Seul
Gimnasia artistica,equipo masculino,Republica Democratica Alemana,Silver,GDA,1988,Seul
Gimnasia artistica,equipo masculino,Japon,Bronze,JPN,1988,Seul
Gimnasia artistica,equipo masculino,Republica Popular China,0,CHN,1988,Seul
Gimnasia artistica,equipo masculino,Bulgaria,0,BUL,1988,Seul
Gimnasia artistica,equipo masculino,Hungria,0,HUN,1988,Seul
Gimnasia artistica,equipo masculino,Rumania,0,ROU,1988,Seul
Gimnasia artistica,equipo masculino,Italia,0,ITA,1988,Seul
Gimnasia artistica,equipo masculino,Canada,0,CAN,1988,Seul
Gimnasia artistica,equipo masculino,Francia,0,FRA,1988,Seul
Gimnasia artistica,equipo masculino,Estados Unidos de America,0,USA,1988,Seul
Gimnasia artistica,equipo masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Hockey,femenino,Australia,Gold,AUS,1988,Seul
Hockey,femenino,Republica de Corea,Silver,KOR,1988,Seul
Hockey,femenino,Paises Bajos,Bronze,NED,1988,Seul
Hockey,femenino,Reino Unido,0,REU,1988,Seul
Hockey,femenino,Republica Federal de Alemania,0,FRG,1988,Seul
Hockey,femenino,Canada,0,CAN,1988,Seul
Hockey,femenino,Argentina,0,ARG,1988,Seul
Hockey,femenino,Estados Unidos de America,0,USA,1988,Seul
Hockey,masculino,Reino Unido,Gold,REU,1988,Seul
Hockey,masculino,Republica Federal de Alemania,Silver,FRG,1988,Seul
Hockey,masculino,Paises Bajos,Bronze,NED,1988,Seul
Hockey,masculino,Australia,0,AUS,1988,Seul
Hockey,masculino,Pakistan,0,PAK,1988,Seul
Hockey,masculino,India,0,IND,1988,Seul
Hockey,masculino,URSS,0,URS,1988,Seul
Hockey,masculino,Argentina,0,ARG,1988,Seul
Hockey,masculino,Espana,0,ESP,1988,Seul
Hockey,masculino,Republica de Corea,0,KOR,1988,Seul
Hockey,masculino,Canada,0,CAN,1988,Seul
Hockey,masculino,Kenia,0,KEN,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Paises Bajos,Silver,NED,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Estados Unidos de America,Bronze,USA,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Republica Popular China,0,CHN,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,URSS,0,URS,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Canada,0,CAN,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Republica Federal de Alemania,0,FRG,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Dinamarca,0,DEN,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Suecia,0,SWE,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Reino Unido,0,REU,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Brasil,0,BRA,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Costa Rica,0,CRC,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Republica de Corea,0,KOR,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Hong Kong,0,HGK,1988,Seul
Natacion,relevo 4x100m estilo libre femenino,Chinese Taipei,0,TPE,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Estados Unidos de America,Gold,USA,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,URSS,Silver,URS,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Republica Democratica Alemana,Bronze,GDR,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Francia,0,FRA,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Suecia,0,SWE,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Reino Unido,0,REU,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Italia,0,ITA,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Canada,0,CAN,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Dinamarca,0,DEN,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Paises Bajos,0,NED,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Brasil,0,BRA,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Mexico,0,MEX,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Portugal,0,POR,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Singapur,0,SGP,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Hong Kong,0,HGK,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Republica de Corea,0,KOR,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Islas Virgenes de EEUU,0,ISV,1988,Seul
Natacion,relevo 4x100m estilo libre masculino,Emiratos arabes Unidos,0,UEA,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Estados Unidos de America,Gold,USA,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Canada,Silver,CAN,1988,Seul
Natacion,relevo 4x100m estilos masculinos,URSS,Bronze,URS,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Republica Federal de Alemania,0,FRG,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Japon,0,JPN,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Australia,0,AUS,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Paises Bajos,0,NED,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Reino Unido,0,REU,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Suiza,0,SUI,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Francia,0,FRA,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Nueva Zelanda,0,NZL,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Espana,0,ESP,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Checoslovaquia,0,TCH,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Dinamarca,0,DEN,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Italia,0,ITA,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Hungria,0,HUN,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Singapur,0,SGP,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Brasil,0,BRA,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Republica Popular China,0,CHN,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Mexico,0,MEX,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Republica de Corea,0,KOR,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Hong Kong,0,HGK,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Grecia,0,GRE,1988,Seul
Natacion,relevo 4x100m estilos masculinos,Islas Virgenes de EEUU,0,ISV,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Estados Unidos de America,Gold,USA,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Australia,Silver,AUS,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Italia,Bronze,ITA,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Suecia,0,SUWE,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Francia,0,FRA,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Canada,0,CAN,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Reino Unido,0,REU,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Brasil,0,BRA,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Dinamarca,0,DEN,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Republica de Corea,0,KOR,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Islas Virgenes de EEUU,0,ISV,1988,Seul
Natacion,relevo 4x200m estilo libre masculino,Emiratos arabes Unidos,0,UEA,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Republica Democratica Alemana,Gold,GDA,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Estados Unidos de America,Silver,USA,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Canada,Bronze,CAN,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Australia,0,AUS,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Paises Bajos,0,NED,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Bulgaria,0,BUL,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Republica Federal de Alemania,0,FRG,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Italia,0,ITA,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Reino Unido,0,REU,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Francia,0,FRA,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Suecia,0,SWE,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Japon,0,JPN,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Espana,0,ESP,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Republica de Corea,0,KOR,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Costa Rica,0,CRC,1988,Seul
Natacion,relevo 4x100m estilos femeninos,Chinese Taipei,0,TPE,1988,Seul
Pentlaton moderno,equipo masculino,Hungria,Gold,HUN,1988,Seul
Pentlaton moderno,equipo masculino,Italia,Silver,ITA,1988,Seul
Pentlaton moderno,equipo masculino,Reino Unido,Bronze,REU,1988,Seul
Pentlaton moderno,equipo masculino,Francia,0,FRA,1988,Seul
Pentlaton moderno,equipo masculino,URSS,0,URS,1988,Seul
Pentlaton moderno,equipo masculino,Checoslovaquia,0,TCH,1988,Seul
Pentlaton moderno,equipo masculino,Suiza,0,SUI,1988,Seul
Pentlaton moderno,equipo masculino,Mexico,0,MEX,1988,Seul
Pentlaton moderno,equipo masculino,Polonia,0,POL,1988,Seul
Pentlaton moderno,equipo masculino,Canada,0,CAN,1988,Seul
Pentlaton moderno,equipo masculino,Suecia,0,SWE,1988,Seul
Pentlaton moderno,equipo masculino,Egipto,0,EGY,1988,Seul
Pentlaton moderno,equipo masculino,Republica de Corea,0,KOR,1988,Seul
Pentlaton moderno,equipo masculino,Barein,0,BAR,1988,Seul
Pentlaton moderno,equipo masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Pentlaton moderno,equipo masculino,Estados Unidos de America,0,USA,1988,Seul
Pentlaton moderno,equipo masculino,Japon,0,JPN,1988,Seul
Pentlaton moderno,equipo masculino,Chile,0,CHI,1988,Seul
Pentlaton moderno,equipo masculino,Espana,0,ESP,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,URSS,Gold,URS,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Republica Democratica Alemana,Silver,GDR,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Polonia,Bronze,POL,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Dinamarca,0,DEN,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Republica Federal de Alemania,0,FRG,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Rumania,0,ROU,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Hungria,0,HUN,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Francia,0,FRA,1988,Seul
Piraguismo sprint,canoa dobles masculinos 1000m,Bulgaria,0,BUL,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,URSS,Gold,URS,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Polonia,Silver,POL,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Francia,Bronze,FRA,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Bulgaria,0,BUL,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Republica Democratica Alemana,0,GDR,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Hungria,0,HUN,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Rumania,0,ROU,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Dinamarca,0,DEN,1988,Seul
Piraguismo sprint,canoa dobles masculinos 500m,Checoslovaquia,0,TCH,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Estados Unidos de America,Gold,USA,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Nueva Zelanda,Silver,NZL,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Australia,Bronze,AUS,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Republica Federal de Alemania,0,FRG,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Republica Democratica Alemana,0,GDR,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Rumania,0,ROU,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Suecia,0,SWE,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Noruega,0,NOR,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Hungria,0,HUN,1988,Seul
Piraguismo sprint,kayak dobles masculinos 1000m,Francia,0,FRA,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Republica Democratica Alemana,Gold,GDR,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Bulgaria,Silver,BUL,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Paises Bajos,Bronze,NED,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Hungria,0,HUN,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,URSS,0,URS,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Estados Unidos de America,0,USA,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Canada,0,CAN,1988,Seul
Piraguismo sprint,kayak doble femenino 500m,Polonia,0,POL,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Nueva Zelanda,Gold,NZL,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,URSS,Silver,URS,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Hungria,Bronze,HUN,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Republica Federal de Alemania,0,FRG,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Rumania,0,ROU,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Polonia,0,POL,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Republica Democratica Alemana,0,GDR,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Estados Unidos de America,0,USA,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Italia,0,ITA,1988,Seul
Piraguismo sprint,kayak dobles masculinos 500m,Suecia,0,SWE,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Hungria,Gold,HUN,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,URSS,Silver,URS,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Republica Democratica Alemana,Bronze,GDR,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Australia,0,AUS,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Polonia,0,POL,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Republica Federal de Alemania,0,FRG,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Italia,0,ITA,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Suecia,0,SWE,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Francia,0,FRA,1988,Seul
Piraguismo sprint,kayak cuadrupe masculino 1000m,Noruega,0,NOR,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Republica Democratica Alemana,Gold,GDR,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Hungria,Silver,HUN,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Bulgaria,Bronze,BUL,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,URSS,0,URS,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Republica Federal de Alemania,0,FRG,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Suecia,0,SWE,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Dinamarca,0,DEN,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Polonia,0,POL,1988,Seul
Piraguismo sprint,kayak cuadrupe femenina 500m,Estados Unidos de America,0,USA,1988,Seul
Remo,cuatro scull sin timonel femenino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Remo,cuatro scull sin timonel femenino,URSS,Silver,URS,1988,Seul
Remo,cuatro scull sin timonel femenino,Rumania,Bronze,ROU,1988,Seul
Remo,cuatro scull sin timonel femenino,Bulgaria,0,BUL,1988,Seul
Remo,cuatro scull sin timonel femenino,Checoslovaquia,0,TCH,1988,Seul
Remo,cuatro scull sin timonel femenino,Belgica,0,BEL,1988,Seul
Remo,cuatro scull sin timonel femenino,Paises Bajos,0,NED,1988,Seul
Remo,cuatro scull sin timonel femenino,Hungria,0,HUN,1988,Seul
Remo,cuatro scull sin timonel femenino,Estados Unidos de America,0,USA,1988,Seul
Remo,cuatro scull sin timonel femenino,Francia,0,FRA,1988,Seul
Remo,cuatro con timonel femenino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Remo,cuatro con timonel femenino,Republica Popular China,Silver,CHN,1988,Seul
Remo,cuatro con timonel femenino,Rumania,Bronze,ROU,1988,Seul
Remo,cuatro con timonel femenino,Bulgaria,0,BUL,1988,Seul
Remo,cuatro con timonel femenino,Estados Unidos de America,0,USA,1988,Seul
Remo,cuatro con timonel femenino,Reino Unido,0,REU,1988,Seul
Remo,cuatro con timonel femenino,Canada,0,CAN,1988,Seul
Remo,cuatro con timonel femenino,Polonia,0,POL,1988,Seul
Remo,cuatro con timonel femenino,URSS,0,URS,1988,Seul
Remo,cuatro con timonel femenino,Republica de Corea,0,KOR,1988,Seul
Remo,cuatro con timonel masculino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Remo,cuatro con timonel masculino,Rumania,Silver,ROU,1988,Seul
Remo,cuatro con timonel masculino,Nueva Zelanda,Bronze,NZL,1988,Seul
Remo,cuatro con timonel masculino,Reino Unido,0,REU,1988,Seul
Remo,cuatro con timonel masculino,Estados Unidos de America,0,USA,1988,Seul
Remo,cuatro con timonel masculino,Yugoslavia,0,YUG,1988,Seul
Remo,cuatro con timonel masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Remo,cuatro con timonel masculino,Checoslovaquia,0,TCH,1988,Seul
Remo,cuatro con timonel masculino,Canada,0,CAN,1988,Seul
Remo,cuatro con timonel masculino,Italia,0,ITA,1988,Seul
Remo,cuatro sin timonel masculino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Remo,cuatro sin timonel masculino,Estados Unidos de America,Silver,USA,1988,Seul
Remo,cuatro sin timonel masculino,Republica Federal de Alemania,Bronze,FRG,1988,Seul
Remo,cuatro sin timonel masculino,Reino Unido,0,REU,1988,Seul
Remo,cuatro sin timonel masculino,Italia,0,ITA,1988,Seul
Remo,cuatro sin timonel masculino,URSS,0,URS,1988,Seul
Remo,cuatro sin timonel masculino,Nueva Zelanda,0,NZL,1988,Seul
Remo,cuatro sin timonel masculino,Francia,0,FRA,1988,Seul
Remo,cuatro sin timonel masculino,Paises Bajos,0,NED,1988,Seul
Remo,cuatro sin timonel masculino,Suecia,0,SWE,1988,Seul
Remo,cuatro sin timonel masculino,Canada,0,CAN,1988,Seul
Remo,cuatro sin timonel masculino,Grecia,0,GRE,1988,Seul
Remo,doble scull masculino,Paises Bajos,Gold,NED,1988,Seul
Remo,doble scull masculino,Suiza,Silver,SUI,1988,Seul
Remo,doble scull masculino,URSS,Bronze,URS,1988,Seul
Remo,doble scull masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Remo,doble scull masculino,Republica Democratica Alemana,0,GDR,1988,Seul
Remo,doble scull masculino,Dinamarca,0,DEN,1988,Seul
Remo,doble scull masculino,Espana,0,ESP,1988,Seul
Remo,doble scull masculino,Bulgaria,0,BUL,1988,Seul
Remo,doble scull masculino,Canada,0,CAN,1988,Seul
Remo,doble scull masculino,Noruega,0,NOR,1988,Seul
Remo,doble scull masculino,Finlandia,0,FIN,1988,Seul
Remo,dos con timonel masculino,Italia,Gold,ITA,1988,Seul
Remo,dos con timonel masculino,Republica Democratica Alemana,Silver,GDR,1988,Seul
Remo,dos con timonel masculino,Reino Unido,Bronze,REU,1988,Seul
Remo,dos con timonel masculino,Rumania,0,ROU,1988,Seul
Remo,dos con timonel masculino,Bulgaria,0,BUL,1988,Seul
Remo,dos con timonel masculino,URSS,0,URS,1988,Seul
Remo,dos con timonel masculino,Checoslovaquia,0,TCH,1988,Seul
Remo,dos con timonel masculino,Yugoslavia,0,YUG,1988,Seul
Remo,dos con timonel masculino,Polonia,0,POL,1988,Seul
Remo,dos con timonel masculino,Canada,0,CAN,1988,Seul
Remo,dos con timonel masculino,Estados Unidos de America,0,USA,1988,Seul
Remo,dos con timonel femenino,Rumania,Gold,ROU,1988,Seul
Remo,dos con timonel femenino,Bulgaria,Silver,BUL,1988,Seul
Remo,dos con timonel femenino,Nueva Zelanda,Bronze,NZL,1988,Seul
Remo,dos con timonel femenino,Republica Democratica Alemana,0,GDR,1988,Seul
Remo,dos con timonel femenino,URSS,0,URS,1988,Seul
Remo,dos con timonel femenino,Estados Unidos de America,0,USA,1988,Seul
Remo,dos con timonel femenino,Canada,0,CAN,1988,Seul
Remo,dos con timonel femenino,Gran Bretana,0,GBR,1988,Seul
Remo,dos con timonel femenino,Republica Federal de Alemania,0,FRG,1988,Seul
Remo,dos con timonel femenino,Republica de Corea,0,KOR,1988,Seul
Remo,dos sin timonel masculino,Gran Bretana,Gold,GBR,1988,Seul
Remo,dos sin timonel masculino,Rumania,Silver,ROU,1988,Seul
Remo,dos sin timonel masculino,Yugoslavia,Bronze,YUG,1988,Seul
Remo,dos sin timonel masculino,Belgica,0,BEL,1988,Seul
Remo,dos sin timonel masculino,Republica Democratica Alemana,0,GDR,1988,Seul
Remo,dos sin timonel masculino,URSS,0,URS,1988,Seul
Remo,dos sin timonel masculino,Republica Federal de Alemania,0,FRG,1988,Seul
Remo,dos sin timonel masculino,Francia,0,FRA,1988,Seul
Remo,dos sin timonel masculino,Estados Unidos de America,0,USA,1988,Seul
Remo,dos sin timonel masculino,Brasil,0,BRA,1988,Seul
Remo,dos sin timonel masculino,Finlandia,0,FIN,1988,Seul
Remo,dos sin timonel masculino,Austria,0,AUT,1988,Seul
Remo,ocho con timonel femenino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Remo,ocho con timonel femenino,Rumania,Silver,ROU,1988,Seul
Remo,ocho con timonel femenino,Republica Popular China,Bronze,CHN,1988,Seul
Remo,ocho con timonel femenino,URSS,0,URS,1988,Seul
Remo,ocho con timonel femenino,Bulgaria,0,BUL,1988,Seul
Remo,ocho con timonel femenino,Estados Unidos de America,0,USA,1988,Seul
Remo,ocho con timonel femenino,Republica Federal de Alemania,0,FRG,1988,Seul
Remo,ocho con timonel masculino,Republica Federal de Alemania,Gold,FRG,1988,Seul
Remo,ocho con timonel masculino,URSS,Silver,URS,1988,Seul
Remo,ocho con timonel masculino,Estados Unidos de America,Bronze,USA,1988,Seul
Remo,ocho con timonel masculino,Reino Unido,0,REU,1988,Seul
Remo,ocho con timonel masculino,Australia,0,AUS,1988,Seul
Remo,ocho con timonel masculino,Canada,0,CAN,1988,Seul
Remo,ocho con timonel masculino,Italia,0,ITA,1988,Seul
Remo,ocho con timonel masculino,Bulgaria,0,BUL,1988,Seul
Remo,ocho con timonel masculino,Japon,0,JPN,1988,Seul
Remo,ocho con timonel masculino,Republica de Corea,0,KOR,1988,Seul
Remo,doble scull femenino,Republica Democratica Alemana,Gold,GDR,1988,Seul
Remo,doble scull femenino,Rumania,Silver,ROU,1988,Seul
Remo,doble scull femenino,Bulgaria,Bronze,BUL,1988,Seul
Remo,doble scull femenino,URSS,0,URS,1988,Seul
Remo,doble scull femenino,Republica Popular China,0,CHN,1988,Seul
Remo,doble scull femenino,Estados Unidos de America,0,USA,1988,Seul
Remo,doble scull femenino,Canada,0,CAN,1988,Seul
Remo,doble scull femenino,Suecia,0,SWE,1988,Seul
Remo,doble scull femenino,Reino Unido,0,REU,1988,Seul
Remo,doble scull femenino,Republica de Corea,0,KOR,1988,Seul
Saltos ecuestres,equipo mixto,Republica Federal de Alemania,Gold,FRG,1988,Seul
Saltos ecuestres,equipo mixto,Estados Unidos de America,Silver,USA,1988,Seul
Saltos ecuestres,equipo mixto,Francia,Bronze,FRA,1988,Seul
Saltos ecuestres,equipo mixto,Canada,0,CAN,1988,Seul
Saltos ecuestres,equipo mixto,Paises Bajos,0,NED,1988,Seul
Saltos ecuestres,equipo mixto,Reino Unido,0,REU,1988,Seul
Saltos ecuestres,equipo mixto,Suiza,0,SUI,1988,Seul
Saltos ecuestres,equipo mixto,Brasil,0,BRA,1988,Seul
Saltos ecuestres,equipo mixto,Espana,0,ESP,1988,Seul
